"game_id","season","week","game_date","game_time_eastern","home_team_abbr","visitor_team_abbr","play_id","play_description","quarter","game_clock","down","yards_to_go","possession_team","defensive_team","yardline_side","yardline_number","pre_snap_home_score","pre_snap_visitor_score","play_nullified_by_penalty","pass_result","pass_length","offense_formation","receiver_alignment","route_of_targeted_receiver","play_action","dropback_type","dropback_distance","pass_location_type","defenders_in_the_box","team_coverage_man_zone","team_coverage_type","penalty_yards","pre_penalty_yards_gained","yards_gained","expected_points","expected_points_added","pre_snap_home_team_win_probability","pre_snap_visitor_team_win_probability","home_team_win_probability_added","visitor_team_win_probility_added","player_to_predict","nfl_id","frame_id","play_direction","absolute_yardline_number","player_name","player_height","player_weight","player_birth_date","player_position","player_side","player_role","x","y","s","a","dir","o","num_frames_output","ball_land_x","ball_land_y"
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,3,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",85.61,29.52,0.43,1.06,93.47,296.35,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,6,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",85.81,29.51,0.87,1.08,95.3,313.07,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,9,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",86.26,29.51,1.82,2.05,88.39,331.92,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,12,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",86.97,29.55,2.77,2.27,85.81,350.63,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,15,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",87.96,29.61,3.67,1.86,86.6,12.75,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,18,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",89.21,29.66,4.49,1.61,88.53,23.08,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,21,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",90.64,29.65,4.97,1.02,91.53,28.25,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,44888,24,"right",80,"Alex Anzalone","6-3",240,1994-09-22,"OLB","Defense","Defensive Coverage",92.14,29.55,4.93,1.38,96.54,31.75,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,55910,1,"right",80,"Brian Branch","6-0",193,2001-10-22,"SS","Defense","Defensive Coverage",84.59,39.13,0.64,1.16,25.54,261.68,19,100.569999694824,50
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1711,"(:45) (No Huddle, Shotgun) P.Mahomes pass deep left to Ju.Watson pushed ob at DET 4 for 26 yards (C.Gardner-Johnson).",2,"00:45",1,10,"KC","DET","DET",30,7,7,"N","C",23,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",5.3600001335144,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,26,26,3.45235198986484,2.34294713230338,0.663186952471733,0.336813047528267,0.0418428108096123,-0.0418428108096123,TRUE,55910,4,"right",80,"Brian Branch","6-0",193,2001-10-22,"SS","Defense","Defensive Coverage",84.71,39.25,0.6,0.97,60.85,253.07,19,100.569999694824,50
